"nomDepto","nomMunicipio","cantidadAmbulanciasBásicas","cantidad Ambulancias Medicalizadas","total general","fecha reporte","fuente"
"NORTE DE SANTANDER","SARDINATA","7","sin información","7","2023-06-20","REPS"
"NORTE DE SANTANDER","SILOS","1","sin información","1","2023-06-20","REPS"
"NORTE DE SANTANDER","TEORAMA","3","sin información","3","2023-06-20","REPS"
"NORTE DE SANTANDER","TIBÚ","12","2","14","2023-06-20","REPS"
"NORTE DE SANTANDER","TOLEDO","5","sin información","5","2023-06-20","REPS"
"NORTE DE SANTANDER","VILLA CARO","1","sin información","1","2023-06-20","REPS"
"NORTE DE SANTANDER","VILLA DEL ROSARIO","3","sin información","3","2023-06-20","REPS"
"PUTUMAYO","COLÓN","1","2","3","2023-06-20","REPS"
"PUTUMAYO","LEGUÍZAMO","3","sin información","3","2023-06-20","REPS"
"PUTUMAYO","MOCOA","16","35","51","2023-06-20","REPS"
"PUTUMAYO","ORITO","2","sin información","2","2023-06-20","REPS"
"PUTUMAYO","PUERTO ASÍS","9","10","19","2023-06-20","REPS"
"PUTUMAYO","PUERTO CAICEDO","3","sin información","3","2023-06-20","REPS"
"PUTUMAYO","PUERTO GUZMÁN","1","sin información","1","2023-06-20","REPS"
"PUTUMAYO","SAN MIGUEL","1","sin información","1","2023-06-20","REPS"
"PUTUMAYO","VALLE DEL GUAMUEZ","3","2","5","2023-06-20","REPS"
"PUTUMAYO","VILLAGARZÓN","3","2","5","2023-06-20","REPS"
"QUINDÍO","ARMENIA","50","9","59","2023-06-20","REPS"
"QUINDÍO","BUENAVISTA","2","sin información","2","2023-06-20","REPS"
"QUINDÍO","CALARCA","3","1","4","2023-06-20","REPS"
"QUINDÍO","CIRCASIA","3","sin información","3","2023-06-20","REPS"
"QUINDÍO","CÓRDOBA","2","sin información","2","2023-06-20","REPS"
"QUINDÍO","FILANDIA","3","sin información","3","2023-06-20","REPS"
"QUINDÍO","GÉNOVA","2","sin información","2","2023-06-20","REPS"
"QUINDÍO","LA TEBAIDA","6","sin información","6","2023-06-20","REPS"
"QUINDÍO","MONTENEGRO","2","sin información","2","2023-06-20","REPS"
"QUINDÍO","PIJAO","2","sin información","2","2023-06-20","REPS"
"QUINDÍO","QUIMBAYA","5","sin información","5","2023-06-20","REPS"
"QUINDÍO","SALENTO","2","sin información","2","2023-06-20","REPS"
"RISARALDA","APÍA","2","sin información","2","2023-06-20","REPS"
"RISARALDA","BALBOA","2","sin información","2","2023-06-20","REPS"
"RISARALDA","BELÉN DE UMBRÍA","3","sin información","3","2023-06-20","REPS"
"RISARALDA","DOSQUEBRADAS","7","sin información","7","2023-06-20","REPS"
"RISARALDA","GUÁTICA","2","sin información","2","2023-06-20","REPS"
"RISARALDA","LA CELIA","2","sin información","2","2023-06-20","REPS"
"RISARALDA","LA VIRGINIA","3","sin información","3","2023-06-20","REPS"
"RISARALDA","MARSELLA","2","sin información","2","2023-06-20","REPS"
"RISARALDA","MISTRATÓ","3","sin información","3","2023-06-20","REPS"
"RISARALDA","PEREIRA","68","13","81","2023-06-20","REPS"
"RISARALDA","PUEBLO RICO","2","sin información","2","2023-06-20","REPS"
"RISARALDA","QUINCHÍA","5","sin información","5","2023-06-20","REPS"
"RISARALDA","SANTA ROSA DE CABAL","4","sin información","4","2023-06-20","REPS"
"RISARALDA","SANTUARIO","2","sin información","2","2023-06-20","REPS"
"SAN ANDRÉS Y PROVIDENCIA","PROVIDENCIA","1","sin información","1","2023-06-20","REPS"
"SAN ANDRÉS Y PROVIDENCIA","SAN ANDRÉS","3","sin información","3","2023-06-20","REPS"
"SANTA MARTA","SANTA MARTA","55","22","77","2023-06-20","REPS"
"SANTANDER","AGUADA","1","sin información","1","2023-06-20","REPS"
"SANTANDER","ALBANIA","2","sin información","2","2023-06-20","REPS"
"SANTANDER","ARATOCA","2","sin información","2","2023-06-20","REPS"
"SANTANDER","BARBOSA","3","sin información","3","2023-06-20","REPS"
"SANTANDER","BARICHARA","3","sin información","3","2023-06-20","REPS"
"SANTANDER","BARRANCABERMEJA","40","10","50","2023-06-20","REPS"
"SANTANDER","BETULIA","3","sin información","3","2023-06-20","REPS"
"SANTANDER","BOLÍVAR","3","sin información","3","2023-06-20","REPS"
"SANTANDER","BUCARAMANGA","99","23","122","2023-06-20","REPS"
"SANTANDER","CABRERA","1","sin información","1","2023-06-20","REPS"
"SANTANDER","CALIFORNIA","2","sin información","2","2023-06-20","REPS"
"SANTANDER","CAPITANEJO","2","sin información","2","2023-06-20","REPS"
"SANTANDER","CARCASÍ","1","sin información","1","2023-06-20","REPS"
"SANTANDER","CEPITÁ","1","sin información","1","2023-06-20","REPS"
"SANTANDER","CERRITO","2","sin información","2","2023-06-20","REPS"
"SANTANDER","CHARALÁ","4","sin información","4","2023-06-20","REPS"
"SANTANDER","CHARTA","1","sin información","1","2023-06-20","REPS"
"SANTANDER","CHIMA","2","sin información","2","2023-06-20","REPS"
"SANTANDER","CIMITARRA","4","sin información","4","2023-06-20","REPS"
"SANTANDER","CONCEPCIÓN","2","sin información","2","2023-06-20","REPS"
"SANTANDER","CONFINES","1","sin información","1","2023-06-20","REPS"
"SANTANDER","CONTRATACIÓN","3","sin información","3","2023-06-20","REPS"
"SANTANDER","COROMORO","2","sin información","2","2023-06-20","REPS"
"SANTANDER","CURITÍ","3","sin información","3","2023-06-20","REPS"
"SANTANDER","EL CARMEN DE CHUCURÍ","3","sin información","3","2023-06-20","REPS"
"SANTANDER","EL GUACAMAYO","2","sin información","2","2023-06-20","REPS"
"SANTANDER","EL PEÑÓN","3","sin información","3","2023-06-20","REPS"
"SANTANDER","EL PLAYÓN","1","sin información","1","2023-06-20","REPS"
"SANTANDER","ENCINO","1","sin información","1","2023-06-20","REPS"
"SANTANDER","ENCISO","2","sin información","2","2023-06-20","REPS"
"SANTANDER","FLORIÁN","2","sin información","2","2023-06-20","REPS"
"SANTANDER","FLORIDABLANCA","25","12","37","2023-06-20","REPS"
"SANTANDER","GALÁN","2","sin información","2","2023-06-20","REPS"
"SANTANDER","GAMBITA","1","sin información","1","2023-06-20","REPS"
"SANTANDER","GIRÓN","3","sin información","3","2023-06-20","REPS"
"SANTANDER","GUACA","3","sin información","3","2023-06-20","REPS"
"SANTANDER","GUADALUPE","3","sin información","3","2023-06-20","REPS"
"SANTANDER","GUAPOTÁ","1","sin información","1","2023-06-20","REPS"
"SANTANDER","GUAVATÁ","2","sin información","2","2023-06-20","REPS"
"SANTANDER","GÜEPSA","3","sin información","3","2023-06-20","REPS"
"SANTANDER","HATO","1","sin información","1","2023-06-20","REPS"
"SANTANDER","JESÚS MARÍA","1","sin información","1","2023-06-20","REPS"
"SANTANDER","LA BELLEZA","3","sin información","3","2023-06-20","REPS"
"SANTANDER","LA PAZ","2","sin información","2","2023-06-20","REPS"
"SANTANDER","LANDÁZURI","4","sin información","4","2023-06-20","REPS"
"SANTANDER","LEBRÍJA","4","sin información","4","2023-06-20","REPS"
"SANTANDER","LOS SANTOS","2","sin información","2","2023-06-20","REPS"
"SANTANDER","MACARAVITA","1","sin información","1","2023-06-20","REPS"
"SANTANDER","MÁLAGA","1","5","6","2023-06-20","REPS"
"SANTANDER","MATANZA","2","sin información","2","2023-06-20","REPS"
"SANTANDER","MOGOTES","2","sin información","2","2023-06-20","REPS"
"SANTANDER","MOLAGAVITA","2","sin información","2","2023-06-20","REPS"
"SANTANDER","OCAMONTE","2","sin información","2","2023-06-20","REPS"
"SANTANDER","OIBA","2","sin información","2","2023-06-20","REPS"
"SANTANDER","ONZAGA","2","sin información","2","2023-06-20","REPS"
"SANTANDER","PALMAR","1","sin información","1","2023-06-20","REPS"
"SANTANDER","PALMAS DEL SOCORRO","1","sin información","1","2023-06-20","REPS"
"SANTANDER","PÁRAMO","1","sin información","1","2023-06-20","REPS"
"SANTANDER","PIEDECUESTA","6","2","8","2023-06-20","REPS"
"SANTANDER","PINCHOTE","2","sin información","2","2023-06-20","REPS"
"SANTANDER","PUENTE NACIONAL","3","sin información","3","2023-06-20","REPS"
"SANTANDER","PUERTO PARRA","2","sin información","2","2023-06-20","REPS"
"SANTANDER","PUERTO WILCHES","3","sin información","3","2023-06-20","REPS"
"SANTANDER","RIONEGRO","3","sin información","3","2023-06-20","REPS"
"SANTANDER","SABANA DE TORRES","8","sin información","8","2023-06-20","REPS"
"SANTANDER","SAN ANDRÉS","3","sin información","3","2023-06-20","REPS"
"SANTANDER","SAN BENITO","1","sin información","1","2023-06-20","REPS"
"SANTANDER","SAN GIL","8","2","10","2023-06-20","REPS"
"SANTANDER","SAN JOAQUÍN","1","sin información","1","2023-06-20","REPS"
"SANTANDER","SAN JOSÉ DE MIRANDA","1","sin información","1","2023-06-20","REPS"
"SANTANDER","SAN MIGUEL","2","sin información","2","2023-06-20","REPS"
"SANTANDER","SAN VICENTE DE CHUCURÍ","5","sin información","5","2023-06-20","REPS"
"SANTANDER","SANTA BÁRBARA","1","sin información","1","2023-06-20","REPS"
"SANTANDER","SANTA HELENA DEL OPÓN","2","sin información","2","2023-06-20","REPS"
"SANTANDER","SIMACOTA","4","sin información","4","2023-06-20","REPS"
"SANTANDER","SOCORRO","4","10","14","2023-06-20","REPS"
"SANTANDER","SUAITA","2","sin información","2","2023-06-20","REPS"
"SANTANDER","SUCRE","2","sin información","2","2023-06-20","REPS"
"SANTANDER","SURATÁ","2","sin información","2","2023-06-20","REPS"
"SANTANDER","TONA","2","sin información","2","2023-06-20","REPS"
"SANTANDER","VALLE DE SAN JOSÉ","2","sin información","2","2023-06-20","REPS"
"SANTANDER","VÉLEZ","1","4","5","2023-06-20","REPS"
"SANTANDER","VETAS","1","sin información","1","2023-06-20","REPS"
"SANTANDER","VILLANUEVA","2","sin información","2","2023-06-20","REPS"
"SANTANDER","ZAPATOCA","2","sin información","2","2023-06-20","REPS"
"SUCRE","BUENAVISTA","3","sin información","3","2023-06-20","REPS"
"SUCRE","CAIMITO","2","sin información","2","2023-06-20","REPS"
"SUCRE","COLOSO","3","sin información","3","2023-06-20","REPS"
"SUCRE","COROZAL","5","3","8","2023-06-20","REPS"
"SUCRE","COVEÑAS","1","sin información","1","2023-06-20","REPS"
"SUCRE","EL ROBLE","3","sin información","3","2023-06-20","REPS"
"SUCRE","GALERAS","3","sin información","3","2023-06-20","REPS"
"SUCRE","GUARANDA","5","3","8","2023-06-20","REPS"
"SUCRE","LA UNIÓN","3","sin información","3","2023-06-20","REPS"
"SUCRE","LOS PALMITOS","3","sin información","3","2023-06-20","REPS"
"SUCRE","MAJAGUAL","2","sin información","2","2023-06-20","REPS"
"SUCRE","MORROA","3","sin información","3","2023-06-20","REPS"
"SUCRE","OVEJAS","2","sin información","2","2023-06-20","REPS"
"SUCRE","PALMITO","3","sin información","3","2023-06-20","REPS"
"SUCRE","SAMPUÉS","3","sin información","3","2023-06-20","REPS"
"SUCRE","SAN BENITO ABAD","4","sin información","4","2023-06-20","REPS"
"SUCRE","SAN JUAN DE BETULIA","3","sin información","3","2023-06-20","REPS"
"SUCRE","SAN MARCOS","6","7","13","2023-06-20","REPS"
"SUCRE","SAN ONOFRE","3","sin información","3","2023-06-20","REPS"
"SUCRE","SAN PEDRO","3","sin información","3","2023-06-20","REPS"
"SUCRE","SANTIAGO DE TOLÚ","2","3","5","2023-06-20","REPS"
"SUCRE","SINCÉ","4","sin información","4","2023-06-20","REPS"
"SUCRE","SINCELEJO","21","52","73","2023-06-20","REPS"
"SUCRE","SUCRE","4","sin información","4","2023-06-20","REPS"
"SUCRE","TOLÚ VIEJO","3","sin información","3","2023-06-20","REPS"
"TOLIMA","ALPUJARRA","3","sin información","3","2023-06-20","REPS"
"TOLIMA","ALVARADO","2","sin información","2","2023-06-20","REPS"
"TOLIMA","AMBALEMA","1","sin información","1","2023-06-20","REPS"
"TOLIMA","ANZOÁTEGUI","3","sin información","3","2023-06-20","REPS"
"TOLIMA","ARMERO","3","4","7","2023-06-20","REPS"
"TOLIMA","ATACO","5","sin información","5","2023-06-20","REPS"
"TOLIMA","CAJAMARCA","3","sin información","3","2023-06-20","REPS"
"TOLIMA","CARMEN DE APICALÁ","1","sin información","1","2023-06-20","REPS"
"TOLIMA","CASABIANCA","2","sin información","2","2023-06-20","REPS"
"TOLIMA","CHAPARRAL","3","2","5","2023-06-20","REPS"
"TOLIMA","COELLO","2","sin información","2","2023-06-20","REPS"
"TOLIMA","COYAIMA","6","sin información","6","2023-06-20","REPS"
"TOLIMA","CUNDAY","3","sin información","3","2023-06-20","REPS"
"TOLIMA","DOLORES","3","sin información","3","2023-06-20","REPS"
"TOLIMA","ESPINAL","6","3","9","2023-06-20","REPS"
"TOLIMA","FALAN","2","sin información","2","2023-06-20","REPS"
"TOLIMA","FLANDES","2","5","7","2023-06-20","REPS"
"TOLIMA","FRESNO","5","sin información","5","2023-06-20","REPS"
"TOLIMA","GUAMO","4","sin información","4","2023-06-20","REPS"
"TOLIMA","HERVEO","2","sin información","2","2023-06-20","REPS"
"TOLIMA","HONDA","3","3","6","2023-06-20","REPS"
"TOLIMA","IBAGUÉ","92","34","126","2023-06-20","REPS"
"TOLIMA","ICONONZO","3","sin información","3","2023-06-20","REPS"
"TOLIMA","LÉRIDA","3","1","4","2023-06-20","REPS"
"TOLIMA","LÍBANO","1","4","5","2023-06-20","REPS"
"TOLIMA","MARIQUITA","7","1","8","2023-06-20","REPS"
"TOLIMA","MELGAR","5","sin información","5","2023-06-20","REPS"
"TOLIMA","MURILLO","1","sin información","1","2023-06-20","REPS"
"TOLIMA","NATAGAIMA","3","sin información","3","2023-06-20","REPS"
"TOLIMA","ORTEGA","4","sin información","4","2023-06-20","REPS"
"TOLIMA","PALOCABILDO","3","sin información","3","2023-06-20","REPS"
"TOLIMA","PIEDRAS","2","sin información","2","2023-06-20","REPS"
"TOLIMA","PLANADAS","8","sin información","8","2023-06-20","REPS"
"TOLIMA","PRADO","3","sin información","3","2023-06-20","REPS"
"TOLIMA","PURIFICACIÓN","sin información","3","3","2023-06-20","REPS"
"TOLIMA","RIOBLANCO","4","sin información","4","2023-06-20","REPS"
"TOLIMA","RONCESVALLES","4","sin información","4","2023-06-20","REPS"
"TOLIMA","ROVIRA","4","sin información","4","2023-06-20","REPS"
"TOLIMA","SALDAÑA","3","sin información","3","2023-06-20","REPS"
"TOLIMA","SAN ANTONIO","5","sin información","5","2023-06-20","REPS"
"TOLIMA","SAN LUIS","1","sin información","1","2023-06-20","REPS"
"TOLIMA","SANTA ISABEL","2","sin información","2","2023-06-20","REPS"
"TOLIMA","SUÁREZ","2","sin información","2","2023-06-20","REPS"
"TOLIMA","VALLE DE SAN JUAN","2","sin información","2","2023-06-20","REPS"
"TOLIMA","VENADILLO","2","sin información","2","2023-06-20","REPS"
"TOLIMA","VILLAHERMOSA","2","sin información","2","2023-06-20","REPS"
"TOLIMA","VILLARRICA","3","sin información","3","2023-06-20","REPS"
"VALLE DEL CAUCA","ALCALÁ","4","sin información","4","2023-06-20","REPS"
"VALLE DEL CAUCA","ANDALUCÍA","9","sin información","9","2023-06-20","REPS"
"VALLE DEL CAUCA","ANSERMANUEVO","3","sin información","3","2023-06-20","REPS"
"VALLE DEL CAUCA","ARGELIA","3","sin información","3","2023-06-20","REPS"
"VALLE DEL CAUCA","BOLÍVAR","5","sin información","5","2023-06-20","REPS"
"VALLE DEL CAUCA","BUGALAGRANDE","5","sin información","5","2023-06-20","REPS"
"VALLE DEL CAUCA","CAICEDONIA","8","sin información","8","2023-06-20","REPS"
"VALLE DEL CAUCA","CALIMA","5","sin información","5","2023-06-20","REPS"
"VALLE DEL CAUCA","CANDELARIA","8","sin información","8","2023-06-20","REPS"
"VALLE DEL CAUCA","CARTAGO","26","3","29","2023-06-20","REPS"
"VALLE DEL CAUCA","DAGUA","9","sin información","9","2023-06-20","REPS"
"VALLE DEL CAUCA","EL ÁGUILA","3","sin información","3","2023-06-20","REPS"
"VALLE DEL CAUCA","EL CAIRO","2","sin información","2","2023-06-20","REPS"
"VALLE DEL CAUCA","EL CERRITO","9","sin información","9","2023-06-20","REPS"
"VALLE DEL CAUCA","EL DOVIO","3","sin información","3","2023-06-20","REPS"
"VALLE DEL CAUCA","FLORIDA","7","sin información","7","2023-06-20","REPS"
"VALLE DEL CAUCA","GINEBRA","3","sin información","3","2023-06-20","REPS"
"VALLE DEL CAUCA","GUACARÍ","4","sin información","4","2023-06-20","REPS"
"VALLE DEL CAUCA","GUADALAJARA DE BUGA","23","3","26","2023-06-20","REPS"
"VALLE DEL CAUCA","JAMUNDÍ","10","1","11","2023-06-20","REPS"
"VALLE DEL CAUCA","LA CUMBRE","2","sin información","2","2023-06-20","REPS"
"VALLE DEL CAUCA","LA UNIÓN","5","sin información","5","2023-06-20","REPS"
"VALLE DEL CAUCA","LA VICTORIA","3","sin información","3","2023-06-20","REPS"
"VALLE DEL CAUCA","OBANDO","3","sin información","3","2023-06-20","REPS"
"VALLE DEL CAUCA","PALMIRA","22","23","45","2023-06-20","REPS"
"VALLE DEL CAUCA","PRADERA","4","sin información","4","2023-06-20","REPS"
"VALLE DEL CAUCA","RESTREPO","3","sin información","3","2023-06-20","REPS"
"VALLE DEL CAUCA","RIOFRÍO","4","sin información","4","2023-06-20","REPS"
"VALLE DEL CAUCA","ROLDANILLO","5","1","6","2023-06-20","REPS"
"VALLE DEL CAUCA","SAN PEDRO","3","sin información","3","2023-06-20","REPS"
"VALLE DEL CAUCA","SEVILLA","5","2","7","2023-06-20","REPS"
"VALLE DEL CAUCA","TORO","4","sin información","4","2023-06-20","REPS"
"VALLE DEL CAUCA","TRUJILLO","3","sin información","3","2023-06-20","REPS"
"VALLE DEL CAUCA","TULUÁ","42","14","56","2023-06-20","REPS"
"VALLE DEL CAUCA","ULLOA","2","sin información","2","2023-06-20","REPS"
"VALLE DEL CAUCA","VERSALLES","3","sin información","3","2023-06-20","REPS"
"VALLE DEL CAUCA","VIJES","2","sin información","2","2023-06-20","REPS"
"VALLE DEL CAUCA","YOTOCO","2","sin información","2","2023-06-20","REPS"
"VALLE DEL CAUCA","YUMBO","7","sin información","7","2023-06-20","REPS"
"VALLE DEL CAUCA","ZARZAL","3","2","5","2023-06-20","REPS"
"VAUPÉS","MITÚ","3","1","4","2023-06-20","REPS"
"VICHADA","CUMARIBO","3","sin información","3","2023-06-20","REPS"
"VICHADA","LA PRIMAVERA","2","sin información","2","2023-06-20","REPS"
"VICHADA","PUERTO CARREÑO","3","sin información","3","2023-06-20","REPS"
"VICHADA","SANTA ROSALÍA","2","sin información","2","2023-06-20","REPS"
