"nomDepto","nomMunicipio","cantidadAmbulanciasBásicas","cantidad Ambulancias Medicalizadas","total general","fecha reporte","fuente"
"AMAZONAS","LETICIA","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","ABEJORRAL","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","ABRIAQUÍ","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","ALEJANDRÍA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","AMAGÁ","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","AMALFI","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","ANDES","4","sin información","4","2023-06-20","REPS"
"ANTIOQUIA","ANGELÓPOLIS","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","ANGOSTURA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","ANORÍ","4","sin información","4","2023-06-20","REPS"
"ANTIOQUIA","ANZA","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","APARTADÓ","17","4","21","2023-06-20","REPS"
"ANTIOQUIA","ARBOLETES","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","ARGELIA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","ARMENIA","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","BARBOSA","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","BELLO","10","3","13","2023-06-20","REPS"
"ANTIOQUIA","BELMIRA","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","BETANIA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","BETULIA","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","BRICEÑO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","BURITICÁ","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","CÁCERES","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","CAICEDO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","CALDAS","4","2","6","2023-06-20","REPS"
"ANTIOQUIA","CAMPAMENTO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","CAÑASGORDAS","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","CARACOLÍ","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","CARAMANTA","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","CAREPA","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","CAROLINA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","CAUCASIA","6","15","21","2023-06-20","REPS"
"ANTIOQUIA","CHIGORODÓ","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","CISNEROS","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","CIUDAD BOLÍVAR","2","1","3","2023-06-20","REPS"
"ANTIOQUIA","COCORNÁ","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","CONCEPCIÓN","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","CONCORDIA","4","sin información","4","2023-06-20","REPS"
"ANTIOQUIA","COPACABANA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","DABEIBA","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","DON MATÍAS","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","EBÉJICO","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","EL BAGRE","7","sin información","7","2023-06-20","REPS"
"ANTIOQUIA","EL CARMEN DE VIBORAL","5","sin información","5","2023-06-20","REPS"
"ANTIOQUIA","EL SANTUARIO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","ENTRERRIOS","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","ENVIGADO","5","sin información","5","2023-06-20","REPS"
"ANTIOQUIA","FREDONIA","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","FRONTINO","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","GIRALDO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","GIRARDOTA","5","sin información","5","2023-06-20","REPS"
"ANTIOQUIA","GÓMEZ PLATA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","GRANADA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","GUADALUPE","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","GUARNE","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","GUATAPE","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","HELICONIA","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","HISPANIA","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","ITAGUI","8","1","9","2023-06-20","REPS"
"ANTIOQUIA","ITUANGO","5","sin información","5","2023-06-20","REPS"
"ANTIOQUIA","JARDÍN","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","JERICÓ","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","LA CEJA","4","sin información","4","2023-06-20","REPS"
"ANTIOQUIA","LA ESTRELLA","4","sin información","4","2023-06-20","REPS"
"ANTIOQUIA","LA PINTADA","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","LA UNIÓN","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","LIBORINA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","MACEO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","MARINILLA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","MEDELLÍN","190","69","259","2023-06-20","REPS"
"ANTIOQUIA","MONTEBELLO","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","MURINDÓ","5","sin información","5","2023-06-20","REPS"
"ANTIOQUIA","MUTATÁ","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","NARIÑO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","NECHÍ","7","sin información","7","2023-06-20","REPS"
"ANTIOQUIA","NECOCLÍ","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","OLAYA","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","PEÑOL","5","sin información","5","2023-06-20","REPS"
"ANTIOQUIA","PEQUE","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","PUEBLORRICO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","PUERTO BERRÍO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","PUERTO NARE","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","PUERTO TRIUNFO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","REMEDIOS","4","sin información","4","2023-06-20","REPS"
"ANTIOQUIA","RETIRO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","RIONEGRO","13","4","17","2023-06-20","REPS"
"ANTIOQUIA","SABANALARGA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","SABANETA","17","4","21","2023-06-20","REPS"
"ANTIOQUIA","SALGAR","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","SAN ANDRÉS","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","SAN CARLOS","5","sin información","5","2023-06-20","REPS"
"ANTIOQUIA","SAN FRANCISCO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","SAN JERÓNIMO","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","SAN JOSÉ DE LA MONTAÑA","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","SAN LUIS","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","SAN PEDRO","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","SAN PEDRO DE URABA","4","sin información","4","2023-06-20","REPS"
"ANTIOQUIA","SAN RAFAEL","4","sin información","4","2023-06-20","REPS"
"ANTIOQUIA","SAN ROQUE","4","sin información","4","2023-06-20","REPS"
"ANTIOQUIA","SAN VICENTE","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","SANTA BÁRBARA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","SANTA ROSA DE OSOS","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","SANTAFÉ DE ANTIOQUIA","3","3","6","2023-06-20","REPS"
"ANTIOQUIA","SANTO DOMINGO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","SEGOVIA","7","sin información","7","2023-06-20","REPS"
"ANTIOQUIA","SONSON","4","sin información","4","2023-06-20","REPS"
"ANTIOQUIA","SOPETRÁN","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","TÁMESIS","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","TARAZÁ","6","sin información","6","2023-06-20","REPS"
"ANTIOQUIA","TARSO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","TITIRIBÍ","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","TOLEDO","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","TURBO","12","22","34","2023-06-20","REPS"
"ANTIOQUIA","URAMITA","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","URRAO","5","sin información","5","2023-06-20","REPS"
"ANTIOQUIA","VALDIVIA","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","VALPARAÍSO","1","sin información","1","2023-06-20","REPS"
"ANTIOQUIA","VEGACHÍ","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","VENECIA","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","VIGÍA DEL FUERTE","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","YALÍ","2","sin información","2","2023-06-20","REPS"
"ANTIOQUIA","YARUMAL","3","2","5","2023-06-20","REPS"
"ANTIOQUIA","YOLOMBÓ","4","1","5","2023-06-20","REPS"
"ANTIOQUIA","YONDÓ","3","sin información","3","2023-06-20","REPS"
"ANTIOQUIA","ZARAGOZA","4","sin información","4","2023-06-20","REPS"
"ARAUCA","ARAUCA","16","13","29","2023-06-20","REPS"
"ARAUCA","ARAUQUITA","10","sin información","10","2023-06-20","REPS"
"ARAUCA","CRAVO NORTE","3","sin información","3","2023-06-20","REPS"
"ARAUCA","FORTUL","3","sin información","3","2023-06-20","REPS"
"ARAUCA","PUERTO RONDÓN","2","sin información","2","2023-06-20","REPS"
"ARAUCA","SARAVENA","7","3","10","2023-06-20","REPS"
"ARAUCA","TAME","11","sin información","11","2023-06-20","REPS"
"ATLÁNTICO","BARANOA","5","6","11","2023-06-20","REPS"
"ATLÁNTICO","CAMPO DE LA CRUZ","1","sin información","1","2023-06-20","REPS"
"ATLÁNTICO","CANDELARIA","1","1","2","2023-06-20","REPS"
"ATLÁNTICO","GALAPA","1","sin información","1","2023-06-20","REPS"
"ATLÁNTICO","JUAN DE ACOSTA","3","sin información","3","2023-06-20","REPS"
"ATLÁNTICO","LURUACO","1","1","2","2023-06-20","REPS"
"ATLÁNTICO","MALAMBO","2","sin información","2","2023-06-20","REPS"
"ATLÁNTICO","MANATÍ","2","sin información","2","2023-06-20","REPS"
"ATLÁNTICO","PALMAR DE VARELA","3","sin información","3","2023-06-20","REPS"
"ATLÁNTICO","PIOJÓ","1","sin información","1","2023-06-20","REPS"
"ATLÁNTICO","POLONUEVO","2","sin información","2","2023-06-20","REPS"
"ATLÁNTICO","PONEDERA","1","2","3","2023-06-20","REPS"
"ATLÁNTICO","PUERTO COLOMBIA","sin información","2","2","2023-06-20","REPS"
"ATLÁNTICO","REPELÓN","2","sin información","2","2023-06-20","REPS"
"ATLÁNTICO","SABANAGRANDE","1","1","2","2023-06-20","REPS"
"ATLÁNTICO","SABANALARGA","7","6","13","2023-06-20","REPS"
"ATLÁNTICO","SANTO TOMÁS","2","2","4","2023-06-20","REPS"
"ATLÁNTICO","SOLEDAD","20","14","34","2023-06-20","REPS"
"ATLÁNTICO","SUAN","2","sin información","2","2023-06-20","REPS"
"ATLÁNTICO","TUBARÁ","2","sin información","2","2023-06-20","REPS"
"ATLÁNTICO","USIACURÍ","1","sin información","1","2023-06-20","REPS"
"BARRANQUILLA","BARRANQUILLA","102","51","153","2023-06-20","REPS"
"BOGOTÁ D.C","BOGOTÁ","690","232","922","2023-06-20","REPS"
"BOLÍVAR","ACHÍ","4","sin información","4","2023-06-20","REPS"
"BOLÍVAR","ALTOS DEL ROSARIO","2","sin información","2","2023-06-20","REPS"
"BOLÍVAR","ARENAL","4","sin información","4","2023-06-20","REPS"
"BOLÍVAR","ARJONA","5","sin información","5","2023-06-20","REPS"
"BOLÍVAR","ARROYOHONDO","1","sin información","1","2023-06-20","REPS"
"BOLÍVAR","BARRANCO DE LOBA","4","sin información","4","2023-06-20","REPS"
"BOLÍVAR","CALAMAR","4","sin información","4","2023-06-20","REPS"
"BOLÍVAR","CANTAGALLO","4","sin información","4","2023-06-20","REPS"
"BOLÍVAR","CICUCO","2","sin información","2","2023-06-20","REPS"
"BOLÍVAR","CLEMENCIA","1","sin información","1","2023-06-20","REPS"
"BOLÍVAR","CÓRDOBA","3","sin información","3","2023-06-20","REPS"
"BOLÍVAR","EL CARMEN DE BOLÍVAR","4","2","6","2023-06-20","REPS"
"BOLÍVAR","EL GUAMO","1","sin información","1","2023-06-20","REPS"
"BOLÍVAR","EL PEÑÓN","2","sin información","2","2023-06-20","REPS"
"BOLÍVAR","HATILLO DE LOBA","3","sin información","3","2023-06-20","REPS"
"BOLÍVAR","MAGANGUÉ","5","11","16","2023-06-20","REPS"
"BOLÍVAR","MAHATES","5","sin información","5","2023-06-20","REPS"
"BOLÍVAR","MARGARITA","1","sin información","1","2023-06-20","REPS"
"BOLÍVAR","MARÍA LA BAJA","2","sin información","2","2023-06-20","REPS"
"BOLÍVAR","MOMPÓS","3","2","5","2023-06-20","REPS"
"BOLÍVAR","MONTECRISTO","2","sin información","2","2023-06-20","REPS"
"BOLÍVAR","MORALES","4","sin información","4","2023-06-20","REPS"
"BOLÍVAR","NOROSÍ","1","sin información","1","2023-06-20","REPS"
"BOLÍVAR","PINILLOS","2","sin información","2","2023-06-20","REPS"
"BOLÍVAR","RÍO VIEJO","3","sin información","3","2023-06-20","REPS"
"BOLÍVAR","SAN CRISTÓBAL","1","sin información","1","2023-06-20","REPS"
"BOLÍVAR","SAN ESTANISLAO","2","sin información","2","2023-06-20","REPS"
"BOLÍVAR","SAN FERNANDO","3","sin información","3","2023-06-20","REPS"
"BOLÍVAR","SAN JACINTO","1","2","3","2023-06-20","REPS"
"BOLÍVAR","SAN JACINTO DEL CAUCA","3","sin información","3","2023-06-20","REPS"
"BOLÍVAR","SAN JUAN NEPOMUCENO","4","sin información","4","2023-06-20","REPS"
"BOLÍVAR","SAN MARTÍN DE LOBA","4","sin información","4","2023-06-20","REPS"
"BOLÍVAR","SAN PABLO","4","sin información","4","2023-06-20","REPS"
"BOLÍVAR","SANTA CATALINA","2","sin información","2","2023-06-20","REPS"
"BOLÍVAR","SANTA ROSA","2","sin información","2","2023-06-20","REPS"
"BOLÍVAR","SANTA ROSA DEL SUR","6","1","7","2023-06-20","REPS"
"BOLÍVAR","SIMITÍ","2","1","3","2023-06-20","REPS"
"BOLÍVAR","SOPLAVIENTO","2","sin información","2","2023-06-20","REPS"
"BOLÍVAR","TALAIGUA NUEVO","1","sin información","1","2023-06-20","REPS"
"BOLÍVAR","TIQUISIO","3","sin información","3","2023-06-20","REPS"
"BOLÍVAR","TURBACO","5","6","11","2023-06-20","REPS"
"BOLÍVAR","TURBANA","2","sin información","2","2023-06-20","REPS"
"BOLÍVAR","VILLANUEVA","1","sin información","1","2023-06-20","REPS"
"BOLÍVAR","ZAMBRANO","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","ALMEIDA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","AQUITANIA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","ARCABUCO","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","BELÉN","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","BERBEO","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","BETÉITIVA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","BOAVITA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","BOYACÁ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","BRICEÑO","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","BUENAVISTA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","BUSBANZÁ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CALDAS","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CAMPOHERMOSO","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CERINZA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CHINAVITA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CHIQUINQUIRÁ","3","2","5","2023-06-20","REPS"
"BOYACÁ","CHÍQUIZA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CHISCAS","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CHITA","3","sin información","3","2023-06-20","REPS"
"BOYACÁ","CHITARAQUE","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","CHIVATÁ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CHIVOR","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CIÉNEGA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CÓMBITA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","COPER","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CORRALES","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","COVARACHÍA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CUBARÁ","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","CUCAITA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","CUÍTIVA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","DUITAMA","15","13","28","2023-06-20","REPS"
"BOYACÁ","EL COCUY","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","EL ESPINO","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","FIRAVITOBA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","FLORESTA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","GACHANTIVÁ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","GAMEZA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","GARAGOA","5","1","6","2023-06-20","REPS"
"BOYACÁ","GUACAMAYAS","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","GUATEQUE","2","1","3","2023-06-20","REPS"
"BOYACÁ","GUAYATÁ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","GÜICÁN","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","IZA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","JENESANO","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","JERICÓ","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","LA CAPILLA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","LA UVITA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","LA VICTORIA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","LABRANZAGRANDE","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","MACANAL","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","MARIPÍ","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","MIRAFLORES","2","1","3","2023-06-20","REPS"
"BOYACÁ","MONGUA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","MONGUÍ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","MONIQUIRÁ","3","1","4","2023-06-20","REPS"
"BOYACÁ","MOTAVITA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","MUZO","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","NOBSA","3","sin información","3","2023-06-20","REPS"
"BOYACÁ","NUEVO COLÓN","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","OICATÁ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","OTANCHE","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","PACHAVITA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","PÁEZ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","PAIPA","4","sin información","4","2023-06-20","REPS"
"BOYACÁ","PAJARITO","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","PANQUEBA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","PAUNA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","PAYA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","PAZ DE RÍO","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","PESCA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","PISBA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","PUERTO BOYACÁ","6","2","8","2023-06-20","REPS"
"BOYACÁ","QUÍPAMA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","RAMIRIQUÍ","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","RÁQUIRA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","RONDÓN","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SABOYÁ","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","SÁCHICA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SAMACÁ","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","SAN EDUARDO","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SAN JOSÉ DE PARE","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SAN LUIS DE GACENO","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SAN MATEO","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SAN MIGUEL DE SEMA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","SAN PABLO DE BORBUR","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","SANTA MARÍA","5","sin información","5","2023-06-20","REPS"
"BOYACÁ","SANTA ROSA DE VITERBO","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SANTA SOFÍA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SANTANA","3","sin información","3","2023-06-20","REPS"
"BOYACÁ","SATIVANORTE","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SIACHOQUE","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SOATÁ","1","1","2","2023-06-20","REPS"
"BOYACÁ","SOCHA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","SOCOTÁ","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","SOGAMOSO","6","3","9","2023-06-20","REPS"
"BOYACÁ","SOMONDOCO","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SORA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SORACÁ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SOTAQUIRÁ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SUSACÓN","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","SUTAMARCHÁN","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","SUTATENZA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","TASCO","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","TENZA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","TIBANÁ","3","sin información","3","2023-06-20","REPS"
"BOYACÁ","TIBASOSA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","TINJACÁ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","TIPACOQUE","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","TOCA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","TOGÜÍ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","TÓPAGA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","TOTA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","TUNJA","32","12","44","2023-06-20","REPS"
"BOYACÁ","TUNUNGUÁ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","TURMEQUÉ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","TUTA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","TUTAZÁ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","UMBITA","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","VENTAQUEMADA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","VILLA DE LEYVA","2","sin información","2","2023-06-20","REPS"
"BOYACÁ","VIRACACHÁ","1","sin información","1","2023-06-20","REPS"
"BOYACÁ","ZETAQUIRA","1","sin información","1","2023-06-20","REPS"
"BUENAVENTURA","BUENAVENTURA","11","4","15","2023-06-20","REPS"
"CALDAS","AGUADAS","7","sin información","7","2023-06-20","REPS"
"CALDAS","ANSERMA","5","sin información","5","2023-06-20","REPS"
"CALDAS","ARANZAZU","5","sin información","5","2023-06-20","REPS"
"CALDAS","BELALCÁZAR","4","sin información","4","2023-06-20","REPS"
"CALDAS","CHINCHINÁ","6","1","7","2023-06-20","REPS"
"CALDAS","FILADELFIA","4","sin información","4","2023-06-20","REPS"
"CALDAS","LA DORADA","21","5","26","2023-06-20","REPS"
"CALDAS","LA MERCED","3","sin información","3","2023-06-20","REPS"
"CALDAS","MANIZALES","44","20","64","2023-06-20","REPS"
"CALDAS","MANZANARES","5","sin información","5","2023-06-20","REPS"
"CALDAS","MARMATO","2","sin información","2","2023-06-20","REPS"
"CALDAS","MARQUETALIA","4","sin información","4","2023-06-20","REPS"
"CALDAS","MARULANDA","3","sin información","3","2023-06-20","REPS"
"CALDAS","NEIRA","3","sin información","3","2023-06-20","REPS"
"CALDAS","NORCASIA","3","sin información","3","2023-06-20","REPS"
"CALDAS","PÁCORA","6","sin información","6","2023-06-20","REPS"
"CALDAS","PENSILVANIA","5","sin información","5","2023-06-20","REPS"
"CALDAS","RIOSUCIO","8","2","10","2023-06-20","REPS"
"CALDAS","RISARALDA","3","sin información","3","2023-06-20","REPS"
"CALDAS","SALAMINA","4","2","6","2023-06-20","REPS"
"CALDAS","SAMANÁ","6","sin información","6","2023-06-20","REPS"
"CALDAS","SAN JOSÉ","3","sin información","3","2023-06-20","REPS"
"CALDAS","SUPÍA","6","sin información","6","2023-06-20","REPS"
"CALDAS","VICTORIA","3","sin información","3","2023-06-20","REPS"
"CALDAS","VILLAMARÍA","4","sin información","4","2023-06-20","REPS"
"CALDAS","VITERBO","3","sin información","3","2023-06-20","REPS"
"CALI","CALI","339","57","396","2023-06-20","REPS"
"CAQUETÁ","ALBANIA","1","sin información","1","2023-06-20","REPS"
"CAQUETÁ","BELÉN DE LOS ANDAQUIES","2","sin información","2","2023-06-20","REPS"
"CAQUETÁ","CARTAGENA DEL CHAIRÁ","4","sin información","4","2023-06-20","REPS"
"CAQUETÁ","CURILLO","1","1","2","2023-06-20","REPS"
"CAQUETÁ","EL DONCELLO","3","sin información","3","2023-06-20","REPS"
"CAQUETÁ","EL PAUJIL","2","sin información","2","2023-06-20","REPS"
"CAQUETÁ","FLORENCIA","19","12","31","2023-06-20","REPS"
"CAQUETÁ","LA MONTAÑITA","2","sin información","2","2023-06-20","REPS"
"CAQUETÁ","MILÁN","3","sin información","3","2023-06-20","REPS"
"CAQUETÁ","MORELIA","1","sin información","1","2023-06-20","REPS"
"CAQUETÁ","PUERTO RICO","4","sin información","4","2023-06-20","REPS"
"CAQUETÁ","SAN JOSÉ DEL FRAGUA","2","sin información","2","2023-06-20","REPS"
"CAQUETÁ","SAN VICENTE DEL CAGUÁN","8","sin información","8","2023-06-20","REPS"
"CAQUETÁ","SOLANO","2","sin información","2","2023-06-20","REPS"
"CAQUETÁ","SOLITA","1","sin información","1","2023-06-20","REPS"
"CAQUETÁ","VALPARAÍSO","1","sin información","1","2023-06-20","REPS"
